test group,converted,total ads,most ads day,most ads hour
0,False,0.833333,2,0.681818
0,False,0.116667,5,0.818182
0,False,0.0,5,0.818182
0,False,0.616667,1,0.909091
0,False,0.616667,5,0.863636
0,False,0.0,5,0.818182
0,False,0.583333,3,0.818182
0,False,0.833333,5,0.454545
0,False,0.266667,5,0.863636
0,False,0.316667,5,0.818182
0,False,0.833333,1,0.636364
0,False,0.95,5,0.818182
