Area,City,Restaurant Price,Avg Rating,Total Rating,Food Item,Food Type,Delivery Time,Review
3,4,900,4.7,8877,45,4,0,22
4,5,400,3.0,2621,3,3,2,4
1,1,700,4.5,2945,31,0,2,20
2,6,800,4.2,7323,1,4,0,9
6,6,800,4.0,2314,34,1,2,6
5,0,1000,4.0,9389,8,5,2,14
0,6,600,4.0,593,34,1,2,6
6,6,600,3.5,2496,4,1,0,12
3,1,300,3.5,2344,8,1,0,19
5,7,900,4.7,9696,13,1,2,9
2,0,700,4.5,8799,20,0,2,9
1,0,700,3.5,5964,35,5,0,11
1,4,800,4.2,3842,8,0,0,18
4,7,200,4.2,1057,0,2,2,21
5,6,700,5.0,3294,42,2,2,2
5,3,100,3.5,881,12,0,3,12
6,1,900,4.5,8635,0,2,0,7
6,1,900,4.7,64,40,1,0,20
6,6,100,4.5,8342,12,1,3,17
5,6,200,4.7,9135,24,5,1,5
1,0,400,4.7,7769,21,2,1,17
5,0,500,4.0,2761,30,5,1,6
3,7,300,3.5,1646,0,0,3,4
0,1,800,4.7,189,3,5,2,6
3,3,200,4.0,1412,47,3,2,12
0,5,800,3.5,8600,5,4,0,18
5,6,500,4.7,8792,17,1,1,17
0,5,1000,5.0,3124,6,2,1,12
4,6,200,4.2,2360,30,2,2,6
2,7,400,4.5,751,35,1,1,21
6,3,100,3.5,7950,6,4,3,4
3,0,800,5.0,9529,1,0,1,6
3,1,600,4.0,1990,37,5,2,16
2,4,600,4.5,5856,46,3,3,0
5,4,200,3.0,7908,23,4,1,8
2,6,800,4.5,9145,38,4,2,21
0,3,900,4.2,6628,45,0,2,8
4,5,700,3.0,5633,12,3,0,6
5,2,900,4.0,5290,15,1,0,26
0,6,400,4.2,9540,47,5,1,21
4,6,300,3.5,6214,9,3,3,16
4,2,600,4.5,205,19,5,3,22
4,5,700,3.5,7651,37,5,2,13
1,2,300,3.0,5622,28,4,2,18
3,3,1000,4.2,7835,20,5,0,13
2,0,800,3.5,3466,24,2,2,4
6,4,300,4.7,3814,45,5,0,20
2,1,500,4.0,6851,20,0,2,13
5,2,800,4.7,9748,1,4,1,5
6,1,300,3.5,7182,45,3,3,19
6,5,200,4.5,1434,6,2,2,20
4,4,200,4.7,6582,0,0,3,13
4,7,500,4.7,9461,49,2,0,4
0,6,700,4.7,482,33,5,3,5
4,0,400,4.5,4878,45,4,0,21
4,4,100,4.2,242,43,2,2,14
4,1,800,5.0,1421,33,4,0,20
1,2,100,4.2,5291,38,5,2,25
1,4,900,3.0,4467,12,2,2,24
3,3,200,4.2,9792,36,0,2,6
0,4,100,4.7,8363,41,0,1,9
5,7,400,4.7,3693,17,5,0,0
2,0,200,4.2,4509,5,3,0,2
1,7,600,3.5,8799,38,3,1,5
2,7,600,4.5,3618,6,0,0,0
6,7,800,4.7,1956,25,3,1,13
5,3,400,4.5,8543,8,2,2,23
2,2,800,3.5,6843,46,3,2,14
6,5,500,4.5,8763,10,5,3,9
2,3,800,3.0,1389,40,2,3,13
3,6,200,4.7,4547,41,5,1,2
3,4,200,4.2,1098,8,2,1,4
3,6,800,3.5,7491,47,5,0,18
6,0,300,4.7,5729,30,1,3,11
0,1,200,4.0,3416,11,2,0,5
6,4,600,4.7,4705,44,3,2,13
1,1,300,4.5,2494,3,5,3,6
0,0,300,3.5,3173,1,3,0,7
3,3,700,4.5,4354,20,0,0,2
2,6,600,4.0,3125,33,5,1,14
4,6,200,4.5,866,25,0,3,24
3,2,1000,5.0,4776,42,3,1,8
6,2,200,3.5,1453,41,4,1,18
3,1,400,4.0,2604,24,0,1,19
5,2,600,4.7,8347,8,1,0,14
1,4,600,4.2,3289,8,3,3,25
6,3,900,4.7,4798,25,1,3,9
2,3,1000,4.5,3987,44,5,1,21
3,7,100,4.7,7837,48,3,1,1
5,6,400,4.7,3179,18,4,0,15
5,0,700,3.0,4720,3,0,1,0
5,1,600,3.0,1834,40,4,0,1
6,3,700,4.7,4996,43,1,0,1
2,1,1000,4.7,1381,24,3,1,3
6,7,800,4.0,4481,43,5,0,21
3,0,100,3.5,3190,30,3,1,6
3,6,100,5.0,9337,32,5,0,7
3,7,200,4.2,4388,9,0,0,25
0,1,200,3.5,8639,49,4,2,18
6,5,100,3.0,9985,14,4,3,21
6,5,300,4.7,6351,9,5,0,1
0,3,600,4.0,650,11,0,0,3
4,1,600,3.0,7995,2,0,3,7
2,7,400,5.0,4133,45,4,3,16
5,6,700,4.5,9845,46,1,2,20
2,5,300,4.5,3505,36,4,0,13
1,7,700,4.7,7362,10,4,3,23
2,3,900,4.5,462,12,0,0,19
3,1,600,3.0,6949,36,4,1,0
4,2,800,4.5,3304,20,4,0,15
2,7,200,4.5,6546,7,2,0,10
2,1,500,3.0,5305,31,4,1,20
3,2,500,4.0,2752,49,1,2,20
0,4,600,3.5,4964,18,1,3,18
2,1,300,3.0,8332,10,1,2,14
0,4,300,5.0,6216,14,1,1,5
2,5,600,5.0,7330,14,4,3,15
0,1,800,5.0,3669,3,3,1,13
5,4,400,4.5,1088,33,4,1,20
4,7,700,4.0,8216,24,2,3,20
0,5,900,5.0,4986,13,5,1,8
1,7,200,4.0,1471,49,0,2,14
2,2,200,3.5,5644,37,0,0,21
1,4,400,3.0,1395,16,0,2,19
5,1,1000,3.5,6475,38,1,2,25
6,2,300,5.0,1637,33,4,1,9
5,7,600,4.7,2932,14,0,2,6
2,4,800,5.0,535,31,4,2,19
2,3,900,4.0,9392,30,3,1,8
1,3,300,5.0,6777,28,2,1,13
6,0,600,5.0,1548,29,3,0,13
0,5,1000,4.0,9928,44,2,2,6
3,7,600,3.0,1715,34,1,0,6
6,3,600,4.7,8830,18,2,0,24
2,2,300,3.5,2743,28,2,1,24
2,6,1000,3.0,5471,9,0,2,21
1,6,400,3.0,3056,35,5,3,12
3,4,800,3.5,4380,4,1,2,13
5,2,500,4.5,703,17,1,3,4
6,6,700,4.5,8215,43,0,2,8
2,2,1000,3.5,5368,47,5,0,18
3,6,200,5.0,2932,4,2,0,8
2,5,600,4.5,2101,14,4,2,8
0,3,200,4.5,788,6,2,0,14
5,4,1000,4.5,9481,34,3,1,23
0,7,100,4.5,4599,17,1,3,13
6,1,1000,4.0,8014,34,2,2,3
2,5,700,3.5,251,16,4,2,22
4,4,500,3.5,5329,2,5,3,14
0,3,900,4.2,5918,23,4,3,1
0,3,600,4.2,4656,33,0,1,13
3,1,800,4.2,264,20,4,1,13
2,0,700,4.2,125,37,4,3,17
6,7,1000,4.0,7585,22,2,2,25
6,3,1000,4.5,2379,7,0,1,14
3,1,800,4.0,2771,47,4,1,20
6,3,900,4.2,9297,20,2,3,2
4,5,500,5.0,2335,5,0,0,7
5,1,700,4.5,8100,17,2,1,14
5,1,500,3.0,8730,46,3,3,19
3,1,200,4.7,4277,40,5,1,4
2,3,500,4.7,4378,4,3,1,19
1,6,700,4.7,7145,7,0,1,2
2,3,900,4.2,6035,35,0,0,8
1,6,900,3.5,5175,16,5,1,22
1,2,800,5.0,1071,31,3,3,14
2,2,600,4.5,2585,30,1,0,10
0,1,100,4.5,3116,25,1,3,2
5,3,300,4.0,6631,6,3,3,13
2,7,100,4.0,9117,7,0,0,6
0,1,500,5.0,926,49,1,2,23
0,2,900,3.5,5974,20,2,3,1
6,6,400,3.5,66,44,0,1,10
1,5,100,3.5,2605,18,0,3,7
0,2,500,4.7,9767,36,4,2,9
0,6,500,4.7,7529,11,1,1,15
0,1,100,4.2,1957,13,2,1,16
4,6,600,4.0,9435,19,3,3,1
0,3,400,4.2,5387,27,3,3,18
5,6,100,5.0,1990,31,1,0,21
6,4,600,3.5,7128,48,1,0,20
3,4,500,3.0,3348,14,1,1,26
2,2,800,4.2,3319,22,5,0,21
6,6,800,5.0,9119,10,3,2,2
5,2,900,3.0,2998,34,2,2,20
5,4,800,3.0,1919,5,2,0,12
2,1,600,4.7,8841,16,2,3,11
1,5,800,3.0,6178,24,4,1,18
6,5,100,3.5,4547,18,0,1,13
5,6,700,4.2,1266,40,5,1,20
4,0,500,4.5,4679,16,4,0,6
3,7,400,4.0,9406,45,4,0,5
6,2,100,3.0,1085,15,3,0,23
1,6,800,4.2,2370,47,3,0,20
4,1,200,3.0,5097,26,1,1,14
5,3,700,3.0,5759,13,0,0,0
6,4,300,3.0,7859,5,0,2,4
4,4,400,4.2,660,43,4,2,23
6,2,100,3.0,8809,44,4,2,10
6,2,200,3.5,2771,11,5,0,1
1,1,100,4.5,8164,17,3,0,2
1,1,1000,5.0,3208,24,4,3,7
2,5,100,4.2,3804,43,3,1,12
2,3,400,3.0,8886,16,3,2,18
2,7,300,4.2,1140,7,3,2,1
5,1,300,4.0,2244,16,3,2,23
5,3,900,3.0,4938,41,3,0,21
6,3,1000,5.0,2086,38,3,2,18
6,0,1000,5.0,6136,32,3,3,19
4,3,200,5.0,9323,44,2,2,7
2,3,100,4.5,4237,7,2,2,13
4,0,100,3.5,2420,10,5,1,0
3,1,1000,3.5,3033,10,2,3,18
5,7,500,3.5,4697,5,5,0,8
0,4,600,5.0,8051,16,1,2,26
3,4,100,4.5,7708,38,1,1,10
4,6,700,4.5,5667,7,1,2,1
2,3,600,4.2,3398,46,4,0,4
6,5,700,4.5,3538,22,5,3,4
1,5,400,5.0,5538,14,5,0,17
2,5,200,5.0,555,25,4,1,9
1,0,300,4.5,432,42,2,3,4
4,7,900,4.0,4169,31,4,0,18
3,7,700,4.2,7622,11,0,0,2
4,7,1000,4.2,444,45,4,0,2
2,6,300,3.0,3952,6,3,3,18
6,0,500,4.7,3061,36,2,2,25
1,7,200,5.0,99,29,4,0,8
3,7,600,4.0,2291,35,3,3,19
2,6,800,3.5,2796,17,2,0,3
4,6,700,4.5,6356,43,4,1,14
2,6,800,3.0,4819,43,4,2,16
0,3,100,3.5,5707,7,2,1,13
3,1,500,3.0,6642,4,4,3,6
4,7,1000,4.7,4418,22,0,1,4
1,2,300,4.0,4679,41,4,0,18
4,6,700,4.7,1258,40,0,2,21
0,1,300,4.2,5824,10,1,3,10
4,0,600,4.2,8397,7,3,1,7
5,7,300,4.5,2620,26,2,1,18
5,1,400,4.2,4586,29,0,1,17
1,7,1000,4.0,4982,43,3,2,4
2,1,900,4.7,6161,0,0,1,15
6,5,200,4.2,5789,22,5,3,6
3,1,900,4.5,9124,31,3,3,24
1,3,300,4.5,4071,35,4,2,21
3,3,300,4.2,2357,23,5,1,2
4,5,700,4.0,4147,21,2,0,15
4,2,200,3.0,7201,29,1,3,25
6,2,200,4.5,4295,4,5,3,24
2,0,700,4.7,5583,49,0,1,1
0,7,600,4.7,6135,39,5,0,9
2,1,1000,3.0,1413,45,0,1,0
0,7,200,4.2,9236,14,1,0,13
5,6,300,4.0,7552,48,1,0,21
4,4,500,5.0,6262,47,2,1,26
1,3,100,3.5,3189,14,4,3,6
0,7,500,5.0,3618,35,0,1,18
6,5,800,3.0,7834,20,5,2,24
0,2,800,3.0,7933,33,4,2,11
1,3,500,4.2,1146,18,2,2,6
2,6,200,4.0,4104,17,0,3,6
5,3,500,4.7,2686,34,0,2,0
6,0,200,5.0,1890,31,3,1,7
1,2,800,5.0,3869,42,4,0,18
5,3,100,5.0,2365,43,4,1,6
4,0,100,4.0,1813,37,1,2,3
0,1,300,4.5,8695,14,0,2,17
3,4,1000,3.5,5067,7,4,2,25
1,2,700,3.5,6454,43,5,2,22
0,1,200,3.5,9694,35,4,1,1
1,0,1000,3.5,3099,14,3,2,2
1,6,200,4.0,1613,35,1,1,21
0,2,700,4.2,6742,31,5,0,6
0,7,100,4.5,5476,9,2,2,7
3,5,400,4.0,5190,49,3,0,8
4,7,1000,4.2,5379,43,0,0,2
6,0,600,5.0,4692,12,1,1,22
1,5,900,4.0,3293,41,4,1,25
5,7,300,3.0,9710,24,4,3,10
4,7,400,4.7,3795,27,1,0,12
0,1,100,3.5,5235,36,5,0,19
4,7,600,4.2,5603,29,2,3,26
0,7,1000,3.5,9694,22,2,1,2
4,0,600,3.5,7966,34,0,1,6
5,0,700,4.2,587,27,3,2,20
1,3,100,3.0,9640,18,0,3,4
3,7,600,4.5,3908,0,1,2,21
3,2,100,4.2,6485,5,1,2,12
3,2,700,5.0,4262,7,1,3,0
2,0,200,3.5,8741,41,5,0,21
2,1,400,4.0,6741,35,3,2,26
4,7,100,3.5,1355,34,2,0,1
4,4,200,4.0,7976,2,1,2,19
2,4,100,5.0,2081,0,1,3,20
1,5,300,3.0,6192,6,0,1,17
4,7,1000,4.2,2660,39,3,2,6
2,7,800,3.0,1386,1,3,3,23
5,3,300,4.0,3398,0,3,3,9
5,2,800,5.0,791,28,3,0,4
5,1,100,4.5,5000,9,2,1,1
3,0,500,3.0,7553,34,2,3,18
0,0,400,4.5,819,39,5,1,2
0,4,900,4.2,9490,0,5,0,10
2,1,1000,3.5,4389,15,0,3,9
5,2,100,4.0,4831,30,0,1,13
1,2,900,3.0,3694,4,0,0,0
0,1,1000,4.5,8395,3,2,2,15
2,7,100,4.5,4987,7,1,2,2
4,2,600,5.0,7095,10,0,1,9
3,0,900,5.0,6987,49,3,1,4
0,7,200,3.5,3790,29,0,0,14
2,6,500,4.5,1035,25,0,0,23
0,1,200,4.5,3715,45,2,0,0
2,0,100,3.0,8943,19,5,3,20
5,6,200,3.0,3321,46,4,1,13
6,5,400,5.0,8636,15,3,3,5
1,1,400,4.2,4760,29,5,3,8
2,2,500,5.0,4988,9,2,2,8
4,0,1000,3.0,9356,4,4,2,12
4,3,900,3.0,1206,18,4,2,4
2,1,900,4.0,6868,1,4,3,21
4,7,1000,4.5,4829,14,4,2,4
4,1,300,5.0,3757,25,4,0,10
3,7,300,5.0,4285,41,5,3,9
1,2,900,4.2,2507,4,0,2,26
3,4,1000,3.0,179,42,3,1,10
6,6,600,4.5,2002,12,2,2,24
1,6,400,4.2,521,46,5,0,12
3,1,900,5.0,4818,48,2,0,4
4,0,700,4.5,3537,28,0,2,8
0,0,1000,3.5,6267,28,1,2,5
0,1,900,3.0,1308,21,5,2,1
0,7,500,4.0,5717,43,5,3,20
0,1,100,4.2,6217,45,1,2,9
0,0,600,4.2,768,13,3,3,4
2,5,500,3.0,1492,1,3,2,19
3,5,300,4.5,1878,40,4,2,6
4,4,200,4.7,7469,34,3,0,12
1,5,700,5.0,8896,25,2,3,26
6,5,700,5.0,3246,25,5,2,9
2,7,800,4.0,1285,31,5,2,9
1,0,800,3.0,3494,26,2,0,17
6,0,1000,4.7,3031,5,3,1,4
3,5,300,3.5,2773,28,5,1,6
4,7,500,4.2,8929,46,0,2,5
5,1,100,4.7,6221,8,4,0,15
6,5,200,4.7,7355,40,5,3,18
5,1,800,4.0,387,23,2,2,2
6,3,800,3.5,1446,35,2,2,1
5,7,200,4.0,4444,8,1,2,0
3,6,700,4.0,3222,5,2,3,22
2,0,400,5.0,2077,45,5,2,11
3,6,400,5.0,3002,7,5,2,18
1,6,500,3.5,6868,9,5,2,21
6,1,400,4.2,3706,8,0,3,8
6,2,200,4.0,9832,4,5,1,15
6,2,1000,4.2,577,6,2,3,8
1,5,200,4.7,802,25,0,2,13
0,4,300,4.2,938,14,1,0,5
5,3,400,3.5,4487,17,3,3,13
3,1,1000,4.5,1060,17,0,3,19
3,0,800,3.0,9320,37,2,0,13
5,5,400,3.0,6324,13,2,1,17
2,2,100,4.5,5239,48,4,2,4
6,4,900,5.0,3542,27,4,2,17
3,0,900,5.0,4872,12,0,1,11
1,1,200,4.7,3130,44,2,2,18
0,0,800,3.0,6188,7,1,3,13
1,5,800,3.0,941,3,1,3,16
3,1,500,4.2,8913,1,0,1,5
1,7,700,3.0,9335,22,2,2,12
4,2,500,4.7,7789,29,0,0,24
3,6,600,4.2,1188,0,3,0,10
5,5,1000,4.7,7869,37,1,2,9
0,0,800,3.0,5559,41,4,1,25
1,3,900,4.5,7525,11,4,1,20
5,7,600,4.0,9300,43,0,2,9
4,2,100,3.0,3653,32,3,2,6
6,5,500,4.2,7992,32,0,3,2
2,1,700,5.0,3268,32,0,2,4
6,2,300,4.2,1278,38,4,1,18
4,1,700,3.5,736,40,5,1,8
5,6,300,5.0,3770,37,3,2,6
1,3,300,3.0,9737,43,0,2,11
5,4,600,5.0,6192,16,1,2,4
4,7,300,4.7,7386,47,0,1,4
3,2,1000,5.0,6739,3,5,3,3
3,7,100,3.5,3284,27,2,2,4
3,6,100,3.5,663,0,2,3,1
5,7,800,4.2,641,27,5,3,2
2,6,1000,3.0,4939,36,2,1,11
1,2,800,5.0,1759,36,3,1,21
6,3,300,3.5,2043,46,3,0,23
2,1,800,4.0,5770,47,3,0,4
3,4,700,4.5,8694,1,3,1,13
6,5,1000,5.0,6854,30,4,0,21
0,6,300,4.2,3717,49,4,0,18
0,1,600,3.0,2647,34,0,2,4
5,6,900,4.0,3985,8,2,2,14
0,4,500,4.5,6483,18,2,1,4
6,4,700,3.5,7672,44,3,1,2
2,5,500,5.0,1373,22,0,1,8
4,5,800,4.2,5827,35,4,0,6
1,1,1000,4.5,1699,29,3,1,6
1,7,100,4.5,8314,22,1,0,20
2,4,1000,4.7,7048,11,5,3,6
2,2,100,3.0,3704,16,2,3,21
0,4,500,3.5,5793,27,2,2,6
3,7,500,4.2,5930,1,2,2,13
4,1,1000,4.5,2141,0,5,2,2
4,2,900,4.7,8669,23,3,2,9
2,4,300,4.5,6083,44,0,3,15
4,2,900,4.5,6273,8,1,1,9
6,0,300,3.5,602,9,0,2,1
0,3,600,4.7,5992,20,0,1,9
4,1,700,4.2,7243,9,0,3,5
0,0,300,4.7,3403,30,3,3,13
1,6,300,3.0,4592,48,3,3,10
2,1,600,3.0,4779,6,0,3,9
6,1,700,3.5,5839,15,2,0,4
4,1,700,4.7,4196,37,3,2,14
2,6,200,3.5,4766,48,4,3,22
2,5,1000,5.0,8190,42,4,3,1
2,1,300,4.7,1523,16,2,3,2
1,5,500,3.0,9474,41,3,1,25
5,7,200,5.0,4906,26,1,1,25
2,7,1000,4.0,1837,12,5,1,13
1,1,500,4.0,9816,19,5,0,9
6,0,400,3.5,9299,37,2,0,2
6,0,1000,4.0,9146,46,2,1,6
5,3,800,4.5,244,35,2,0,7
4,1,100,4.5,1655,40,3,0,1
5,0,600,4.2,9459,23,0,2,9
6,5,100,5.0,8193,47,5,3,8
2,6,800,5.0,3676,44,5,2,13
4,2,700,4.0,2951,38,1,1,2
2,6,100,3.5,1540,11,1,0,25
6,2,700,4.2,3098,32,1,2,4
6,3,800,4.0,9959,40,0,3,6
5,3,500,3.5,6796,47,3,1,26
4,3,700,4.0,6229,6,5,2,1
5,1,700,5.0,420,29,0,2,25
0,6,500,3.5,4178,33,3,1,0
1,0,500,4.0,1613,47,4,3,13
5,0,800,3.5,7294,15,0,1,2
2,7,200,4.2,5892,2,1,0,13
1,6,900,4.5,6481,38,1,3,4
0,7,700,4.0,4593,18,5,3,24
6,7,600,3.5,4921,34,4,2,21
2,0,700,4.5,555,36,0,2,13
6,2,500,4.5,1826,12,4,0,1
0,4,400,5.0,2817,20,0,0,5
1,7,700,4.5,2844,3,1,3,10
6,7,700,3.5,8226,41,4,3,20
3,5,800,4.7,8288,18,0,0,11
6,7,1000,4.2,1016,5,0,0,22
4,5,700,3.0,5399,23,5,0,1
3,2,1000,4.0,4444,47,1,3,21
4,6,1000,5.0,4690,21,5,3,8
4,4,600,5.0,7294,3,2,0,7
4,7,300,4.7,1137,47,4,3,10
0,2,700,4.0,8127,5,4,3,18
4,2,800,4.2,4074,19,1,2,18
0,3,800,3.0,1811,37,4,3,24
5,2,200,3.5,9187,47,3,1,13
4,0,300,4.5,2299,33,5,1,9
2,3,700,3.0,612,28,5,3,2
1,7,100,4.0,3587,4,4,1,9
6,5,600,4.2,7629,1,3,0,4
5,4,900,4.0,3307,45,2,1,2
4,5,300,4.0,9369,15,3,1,1
6,4,300,5.0,2501,36,1,0,24
0,4,200,4.2,7026,18,3,0,15
4,7,800,4.0,1860,29,0,3,14
0,0,700,4.2,9130,45,4,3,21
3,5,900,3.5,5580,10,1,1,12
4,6,900,3.5,6196,15,3,0,2
5,2,200,4.5,1073,19,0,0,2
3,0,500,3.5,8469,4,3,0,17
2,4,900,4.5,3836,6,2,1,0
3,2,1000,4.2,2200,36,4,3,4
0,4,400,4.5,2073,32,0,0,14
0,4,100,4.5,3641,15,5,1,18
5,6,200,4.5,5689,8,1,2,16
6,0,1000,3.5,2882,47,3,1,0
0,5,800,4.0,4490,10,5,3,26
6,0,400,5.0,7042,22,3,3,2
3,5,600,4.7,2731,19,3,2,13
3,6,200,4.0,3404,35,5,1,1
0,5,800,3.5,9890,32,2,2,6
2,1,100,4.0,2147,24,5,0,20
3,0,1000,4.5,6426,28,1,1,6
5,2,700,5.0,3234,23,5,0,18
5,6,600,4.2,4176,42,2,0,3
5,0,500,4.5,609,25,3,3,0
6,4,100,4.2,3736,20,4,1,13
4,6,100,5.0,922,35,2,2,18
5,3,900,4.7,3189,42,4,3,20
5,4,900,4.5,7374,6,0,2,13
4,2,600,3.5,4967,34,1,0,25
3,7,400,4.2,9666,28,0,0,7
6,0,700,4.7,7079,42,2,0,13
2,1,500,4.0,4888,31,4,2,13
5,3,600,4.0,8527,28,4,2,0
6,7,600,4.5,6598,40,3,2,8
4,0,500,4.0,5074,28,5,2,7
5,5,900,5.0,668,47,5,0,2
1,3,100,4.0,9173,49,4,1,1
4,4,400,4.5,1187,29,0,0,18
4,1,400,4.0,2465,31,4,2,9
5,3,800,4.0,8295,34,3,0,4
3,1,100,4.5,7178,39,3,3,20
5,7,500,5.0,8696,1,3,1,6
6,1,700,4.2,4472,27,1,1,18
0,2,1000,4.0,7387,21,0,3,24
1,7,300,4.0,6869,20,2,2,3
0,1,600,4.0,1397,3,5,2,25
3,6,900,4.0,646,0,2,3,19
4,4,600,4.2,55,7,0,3,16
6,1,100,3.0,4759,26,3,3,13
1,6,100,4.7,3997,35,0,2,18
2,6,800,3.0,2522,37,1,2,26
0,7,900,4.5,3480,37,0,2,18
3,7,700,4.7,9494,14,1,1,0
6,4,900,4.7,6293,0,3,1,8
0,1,100,3.0,6924,8,0,3,3
2,2,400,4.5,3916,29,5,1,1
5,2,900,3.5,4475,11,2,2,23
3,7,900,4.7,9953,21,4,3,2
1,7,900,4.5,3115,19,2,3,10
0,2,100,3.5,5356,45,4,1,9
0,2,800,4.0,5269,39,1,1,12
0,1,100,4.7,3838,19,4,0,10
2,1,1000,4.2,5923,39,5,2,9
3,5,400,3.5,9348,6,5,3,21
6,5,700,3.0,9360,15,5,3,0
6,1,200,4.0,6093,1,4,1,11
6,3,100,3.5,9079,47,5,0,25
3,2,1000,4.5,4940,21,5,0,13
5,7,200,3.0,1779,15,1,3,25
6,4,200,4.2,1276,16,5,2,7
6,6,900,3.5,1732,2,0,1,18
1,7,200,3.5,1445,9,1,1,12
0,5,500,4.2,2589,46,0,1,17
3,1,1000,4.7,1905,8,5,0,10
4,2,300,4.2,1166,4,1,2,2
2,5,1000,4.5,2146,16,5,3,18
5,3,200,4.2,3816,13,5,0,13
1,5,200,4.7,8121,46,4,2,16
0,2,600,4.2,6671,32,4,0,18
5,4,1000,3.0,2320,43,0,1,4
3,0,700,4.5,353,12,5,2,9
2,0,400,4.0,9561,34,1,3,18
1,7,700,3.5,5017,47,1,0,21
6,4,200,4.5,4210,43,4,2,18
5,7,600,4.2,5098,26,3,3,16
5,0,400,4.7,5750,15,2,2,18
3,5,200,3.0,1547,31,4,3,10
5,4,400,4.5,2280,20,2,1,14
2,0,200,4.2,1866,4,3,1,25
1,5,800,3.5,3296,37,0,2,25
2,6,500,4.0,9801,0,4,1,18
6,6,1000,4.0,2934,36,3,0,18
2,7,500,3.0,907,33,3,1,12
3,5,600,4.2,4019,37,3,2,2
5,4,300,3.5,1242,34,3,1,13
5,3,900,4.7,477,46,1,1,4
3,1,200,3.5,9473,9,5,3,24
5,3,1000,4.2,2277,22,4,1,9
5,3,300,3.5,5968,27,3,3,22
5,0,1000,5.0,512,10,1,0,26
5,2,1000,4.7,4969,17,5,2,1
3,6,600,3.5,5468,9,1,3,21
5,0,700,4.7,4514,18,3,0,1
3,0,1000,3.5,3653,32,4,3,2
2,5,500,3.5,8338,8,5,1,0
2,3,1000,4.5,2008,46,4,2,18
5,6,900,3.0,5531,27,5,1,21
2,4,300,4.5,4970,13,4,1,16
6,0,900,3.0,7769,7,2,0,22
4,5,300,5.0,3087,31,4,3,6
4,7,900,4.7,3484,21,3,1,6
5,3,900,4.5,3555,42,2,3,20
1,1,500,4.7,6731,19,3,0,21
3,0,600,3.0,648,3,3,3,20
1,2,700,5.0,277,36,3,0,17
6,3,500,4.2,5685,38,0,1,6
6,0,100,3.0,5484,30,1,1,4
0,7,400,4.7,6583,44,1,3,12
5,2,700,3.0,2717,13,4,1,14
5,3,500,3.5,2827,42,0,2,9
3,7,900,5.0,4408,10,0,3,21
6,1,700,4.5,9466,6,0,3,21
1,3,200,5.0,1784,12,5,2,2
4,5,500,3.0,3155,30,1,0,18
5,3,700,4.0,5771,8,5,3,2
4,5,600,4.2,9786,47,4,1,4
5,0,300,3.0,6320,7,3,3,26
5,3,800,4.7,899,21,0,1,20
2,3,1000,4.0,4376,3,3,2,6
5,0,500,5.0,6314,16,4,1,1
3,3,900,4.7,4929,18,1,0,2
4,1,500,4.7,4193,6,0,2,13
4,1,200,3.5,9346,33,5,2,7
3,2,600,5.0,4439,23,3,3,14
1,5,400,4.2,5038,32,1,1,18
0,3,600,4.7,3244,5,0,2,22
5,0,900,4.0,9738,22,3,3,13
1,6,600,4.7,4708,7,1,3,4
5,7,300,4.2,2023,41,0,2,23
6,7,100,4.0,2187,47,1,2,9
5,7,800,4.0,463,26,1,1,4
2,3,1000,4.2,3297,21,3,2,26
0,5,1000,4.7,1804,3,5,3,2
3,2,500,4.0,915,16,3,0,14
1,2,500,4.5,3228,24,0,0,15
1,2,1000,3.0,2256,14,1,1,1
2,5,1000,4.5,8604,24,0,2,6
3,2,300,5.0,3569,20,5,0,10
4,6,800,4.2,5545,23,0,2,20
5,5,600,5.0,180,48,2,3,6
6,0,200,3.0,3918,2,0,0,26
5,5,600,4.0,5707,18,4,0,13
0,5,200,4.7,1773,11,3,1,8
1,0,100,3.5,2461,1,2,0,2
3,1,100,4.2,918,33,1,1,20
6,6,400,3.5,5497,40,2,0,21
1,3,1000,4.7,8364,19,2,0,23
5,6,900,4.7,5340,8,1,2,12
2,3,300,5.0,9551,28,1,3,20
1,5,300,4.0,5100,13,1,2,13
0,3,600,3.5,2242,11,3,0,25
4,3,1000,4.0,9682,27,4,3,18
0,6,300,4.2,8547,33,0,3,14
0,4,100,4.5,427,6,1,1,20
5,5,600,3.0,655,17,5,2,20
4,2,700,4.0,671,36,3,3,18
2,3,900,5.0,5757,28,4,3,21
2,6,600,5.0,1508,42,2,2,25
0,3,1000,3.0,4283,4,1,3,26
3,2,100,4.7,2751,20,5,1,6
3,4,300,3.5,5561,13,2,3,9
0,4,1000,5.0,653,35,0,0,5
5,5,300,3.5,7777,46,1,2,11
2,5,900,4.7,9438,36,3,2,2
3,7,100,3.5,3616,42,1,3,19
2,5,1000,4.7,1772,29,5,1,5
1,5,1000,3.5,7080,9,3,3,25
1,0,900,4.5,6614,33,2,3,21
1,6,800,3.0,7542,31,3,0,19
6,4,900,4.2,4064,12,3,2,8
5,0,800,3.0,1168,7,0,3,8
5,7,700,4.0,6530,40,1,1,1
3,5,500,5.0,3341,22,0,1,21
4,0,1000,3.5,7930,34,4,2,8
1,0,800,4.7,2624,18,4,0,1
0,5,500,3.0,8069,40,3,0,16
1,5,100,3.0,5052,10,0,3,3
6,1,500,5.0,1239,41,4,0,19
2,4,900,4.2,8293,36,4,0,4
1,6,1000,5.0,4487,40,4,0,21
0,1,500,4.7,9287,33,4,3,24
